x,y
2.78333333333333,2.55
2.7930246744654554,2.54753465883481
2.8027160155975803,2.54506931766962
2.8124073567297057,2.5426039765044304
2.8220986978618305,2.5401386353392406
2.831790038993956,2.537673294174051
2.841481380126081,2.5352079530088614
2.851172721258206,2.5327426118436716
2.8608640623903314,2.5302772706784817
2.8705554035224563,2.527811929513292
2.8802467446545816,2.525346588348102
2.889938085786707,2.5228812471829123
2.899629426918832,2.5204159060177225
2.909320768050957,2.517950564852533
2.919012109183082,2.5154852236873433
2.9287034503152074,2.5130198825221535
2.9383947914473323,2.5105545413569637
2.9480861325794576,2.508089200191774
2.957777473711583,2.505623859026584
2.967468814843708,2.503158517861394
2.977160155975833,2.5006931766962044
2.986851497107958,2.4982278355310146
2.9965428382400834,2.495762494365825
3.0062341793722087,2.4932971532006354
3.0159255205043336,2.4908318120354456
3.025616861636459,2.4883664708702558
3.035308202768584,2.485901129705066
3.044999543900709,2.483435788539876
3.0546908850328345,2.4809704473746863
3.0643822261649594,2.4785051062094965
3.0740735672970847,2.476039765044307
3.0837649084292096,2.4735744238791173
3.093456249561335,2.4711090827139275
3.1031475906934602,2.4686437415487377
3.112838931825585,2.466178400383548
3.1225302729577105,2.463713059218358
3.1322216140898353,2.461247718053168
3.1419129552219607,2.4587823768879784
3.151604296354086,2.4563170357227886
3.161295637486211,2.453851694557599
3.1709869786183362,2.4513863533924094
3.180678319750461,2.4489210122272196
3.1903696608825864,2.4464556710620298
3.2000610020147118,2.44399032989684
3.2097523431468367,2.44152498873165
3.219443684278962,2.4390596475664603
3.229135025411087,2.4365943064012705
3.238826366543212,2.434128965236081
3.2485177076753375,2.4316636240708913
3.2582090488074624,2.4291982829057015
3.2679003899395878,2.4267329417405117
3.2775917310717126,2.424267600575322
3.287283072203838,2.421802259410132
3.2969744133359633,2.4193369182449422
3.306665754468088,2.4168715770797524
3.3163570956002135,2.414406235914563
3.3260484367323384,2.4119408947493732
3.3357397778644637,2.4094755535841834
3.345431118996589,2.4070102124189936
3.355122460128714,2.404544871253804
3.364813801260839,2.402079530088614
3.374505142392964,2.399614188923424
3.3841964835250895,2.3971488477582343
3.393887824657215,2.3946835065930445
3.4035791657893397,2.392218165427855
3.4132705069214646,2.3897528242626653
3.42296184805359,2.3872874830974755
3.4326531891857153,2.3848221419322857
3.4423445303178406,2.382356800767096
